Category;Description;Nutrient Data Bank Number;Data.Alpha Carotene;Data.Ash;Data.Beta Carotene;Data.Beta Cryptoxanthin;Data.Carbohydrate;Data.Cholesterol;Data.Choline;Data.Fiber;Data.Kilocalories;Data.Lutein and Zeaxanthin;Data.Lycopene;Data.Manganese;Data.Niacin;Data.Pantothenic Acid;Data.Protein;Data.Refuse Percentage;Data.Retinol;Data.Riboflavin;Data.Selenium;Data.Sugar Total;Data.Thiamin;Data.Water;Data.Fat.Monosaturated Fat;Data.Fat.Polysaturated Fat;Data.Fat.Saturated Fat;Data.Fat.Total Lipid;Data.Household Weights.1st Household Weight;Data.Household Weights.1st Household Weight Description;Data.Household Weights.2nd Household Weight;Data.Household Weights.2nd Household Weight Description;Data.Major Minerals.Calcium;Data.Major Minerals.Copper;Data.Major Minerals.Iron;Data.Major Minerals.Magnesium;Data.Major Minerals.Phosphorus;Data.Major Minerals.Potassium;Data.Major Minerals.Sodium;Data.Major Minerals.Zinc;Data.Vitamins.Vitamin A - IU;Data.Vitamins.Vitamin A - RAE;Data.Vitamins.Vitamin B12;Data.Vitamins.Vitamin B6;Data.Vitamins.Vitamin C;Data.Vitamins.Vitamin E;Data.Vitamins.Vitamin K;;;;;;;;
PORK;PORK;FRSH;LOIN;CNTR RIB (CHOPS);BONE-IN;LN;CKD;BRLD;10050;0;1.02;0;0;0.0;66;73;0.0;186;0;0;0.007;7.855;0.648;25.79;40;0;0.219;45.4;0.0;0.569;65.14;3.482;0.913;2.816;8.36;103.48;1 chop; without refuse (Yield from 1 cooked chop; with refuse; weighing 172g);85;3 oz;26;0.088;0.68;25;218;0;0;0.52;0.675;0.0;0.1;0.0;
PORK;PORK;FRSH;LOIN;CNTR RIB (ROASTS);BONE-IN;LN;CKD;RSTD;10051;0;1.3;0;0;0.0;71;0;0.0;223;0;0;0.011;6.419;0.543;28.72;41;2;0.316;43.2;0.0;0.758;58.77;5.25;0.85;4.35;11.16;206.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;26;0.076;0.98;22;237;437;2;0.68;0.341;0.3;0.0;0.0;;
PORK;PORK;FRSH;LOIN;SIRLOIN (CHOPS OR ROASTS);BONE-IN;LN&FAT;RAW;10052;0;0.95;0;0;0.0;70;79;0.0;168;0;0;0.012;6.093;0.839;20.48;27;2;0.277;29.2;0.0;0.492;70.29;3.581;1.147;2.978;8.96;1326.68;1 roast; without refuse (Yield from 1 raw roast; with refuse; weighing 1817g);454;1 lb;14;0.088;0.82;23;209;336;2;0.56;0.756;0.0;0.22;0.0;;
PORK;PORK;FRSH;LOIN;SIRLOIN (CHOPS);BONE-IN;LN&FAT;CKD;BRSD;10053;0;1.33;0;0;0.0;82;0;0.0;245;0;0;0.013;3.797;0.649;25.36;28;2;0.262;40.5;0.0;0.655;58.73;6.56;1.4;5.56;15.11;85.0;3 oz;80;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 151 g);18;0.058;1.17;19;174;7;2;0.56;0.409;0.8;0.0;0.0;
PORK;PORK;FRSH;LOIN;SIRLOIN (CHOPS);BONE-IN;LN&FAT;CKD;BRLD;10054;0;1.39;0;0;0.0;86;92;0.0;259;0;0;0.01;4.516;0.732;26.65;28;2;0.345;47.7;0.0;0.949;56.4;6.99;1.5;5.93;16.09;85.0;3 oz;75;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 151 g);17;0.058;0.99;29;246;8;2;0.75;0.544;0.9;0.3;0.0;
PORK;PORK;FRSH;LOIN;SIRLOIN (ROASTS);BONE-IN;LN&FAT;CKD;RSTD;10055;0;1.07;0;0;0.0;89;91;0.0;230;0;0;0.009;7.865;1.037;26.64;31;2;0.36;44.4;0.0;0.639;59.34;5.042;1.499;4.113;12.87;1045.56;1 roast; without refuse (Yield from 1 cooked roast; with refuse; weighing 1515g);85;3 oz;15;0.116;0.94;25;228;6;2;0.64;0.75;0.0;0.11;0.0;
PORK;PORK;FRSH;LOIN;SIRLOIN (CHOPS OR ROASTS);BONE-IN;LN;RAW;10056;0;1.0;0;0;0.0;69;84;0.0;129;0;0;0.013;6.344;0.875;21.65;33;0;0.292;30.9;0.0;0.517;73.98;1.537;0.424;1.217;4.02;1217.31;1 roast; without refuse (Yield from 1 raw roast; with refuse; weighing 1818g);454;1 lb;12;0.092;0.85;25;219;353;0;0.53;0.803;0.0;0.24;0.0;;
PORK;PORK;FRSH;LOIN;SIRLOIN (CHOPS);BONE-IN;LN;CKD;BRSD;10057;0;1.4;0;0;0.0;81;0;0.0;197;0;0;0.014;3.955;0.69;27.0;36;2;0.281;42.6;0.0;0.696;63.16;3.97;0.78;3.2;9.01;85.0;3 oz;72;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 151 g);13;0.059;1.27;20;176;7;2;0.57;0.444;0.9;0.0;0.0;
PORK;PORK;FRSH;LOIN;SIRLOIN (CHOPS);BONE-IN;LN;CKD;BRLD;10058;0;1.47;0;0;0.0;85;98;0.0;213;0;0;0.01;4.764;0.783;28.46;36;2;0.375;51.6;0.0;1.027;60.54;4.45;0.89;3.61;10.12;85.0;3 oz;67;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 151 g);13;0.059;1.07;31;257;7;2;0.79;0.596;1.0;0.27;0.0;
PORK;PORK;FRSH;LOIN;SIRLOIN (ROASTS);BONE-IN;LN;CKD;RSTD;10059;0;1.12;0;0;0.0;89;94;0.0;204;0;0;0.01;8.165;1.075;27.78;35;0;0.376;46.4;0.0;0.665;61.74;3.612;0.997;2.871;9.44;85.0;3 oz;  (Yield from 1 cooked roast; with refuse; weighing 1515g);985;1 roast; without refuse;13;0.121;0.96;26;2.62;0;0;0.61;0.785;0.0;0.1;0.0
PORK;PORK;FRSH;LOIN;TENDERLOIN;LN;CKD;RSTD;10061;0;1.21;0;0;0.0;73;89;0.0;143;0;0;0.013;7.432;1.012;26.17;4;0;0.387;38.2;0.0;0.95;69.45;1.334;0.506;1.198;3.51;0.0;;85;3 oz;6;0.111;1.15;29;267;421;57;2.42;0;0.0;0.08;0.0;;;;;
PORK;PORK;FRSH;LOIN;TOP LOIN (CHOPS);BNLESS;LN & FAT;RAW;10062;0;0.97;0;0;0.0;67;58;0.0;155;0;0;0.007;7.988;0.727;21.55;12;1;0.185;33.1;0.0;0.667;70.38;2.985;0.878;2.45;6.94;184.67;1 chop;454;1 lb;7;0.056;0.5;26;226;373;48;1.55;4;0.0;0.13;0.0;;;;;
PORK;PORK;FRSH;LOIN;TOP LOIN (CHOPS);BNLESS;LN & FAT;CKD;BRSD;10063;0;1.27;0;0;0.0;75;0;0.0;233;0;0;0.01;4.54;0.638;27.82;0;2;0.256;41.3;0.0;0.552;58.22;5.7;1.04;4.71;12.68;148.1;1 chop; boneless (yield from 193g raw meat);85;3 oz;21;0.076;0.96;19;185;407;42;0.46;0.329;0.3;0.24;0.0;;;
PORK;PORK;FRSH;LOIN;TOP LOIN (CHOPS);BNLESS;LN & FAT;CKD;BRLD;10064;0;1.0;0;0;0.0;73;76;0.0;197;0;0;0.007;8.234;0.68;26.6;10;1;0.19;43.6;0.0;0.635;62.86;3.942;1.061;3.196;9.23;144.93;1 chop;85;3 oz;7;0.081;0.63;26;230;357;44;2.09;0.695;0.0;0.11;0.0;;;;
PORK;PORK;FRSH;LOIN;TOP LOIN (ROASTS);BNLESS;LN&FAT;CKD;RSTD;10065;0;0.98;0;0;0.0;80;76;0.0;192;0;0;0.007;7.104;0.674;26.45;8;1;0.232;34.9;0.0;0.547;63.76;3.517;0.999;2.839;8.82;848.41;1 roast;85;3 oz;7;0.077;0.64;25;223;349;46;2.11;0.692;0.0;0.11;0.0;;;;
PORK;PORK;FRSH;LOIN;TOP LOIN (CHOPS);BNLESS;LN;RAW;10066;0;1.01;0;0;0.0;66;60;0.0;127;0;0;0.008;8.265;0.746;22.41;17;0;0.19;34.5;0.0;0.693;72.93;1.546;0.366;1.208;3.42;184.67;1 chop;454;1 lb;5;0.057;0.51;27;234;387;49;1.59;0;0.0;0.13;0.0;;;;;
PORK;PORK;FRSH;LOIN;TOP LOIN (CHOPS);BNLESS;LN;CKD;BRSD;10067;0;1.31;0;0;0.0;73;0;0.0;202;0;0;0.011;4.7;0.664;29.07;7;0;0.268;43.3;0.0;0.571;61.01;3.97;0.61;3.13;8.59;85.0;3 oz;74;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 113 g);23;0.078;1.01;20;186;6;2;0.46;0.345;0.3;0.25;0.0;
PORK;PORK;FRSH;LOIN;TOP LOIN (CHOPS);BNLESS;LN;CKD;BRLD;10068;0;1.03;0;0;0.0;72;78;0.0;173;0;0;0.007;8.512;0.692;27.58;14;0;0.195;45.3;0.0;0.658;65.11;2.651;0.605;2.077;6.08;144.93;1 chop;0;;5;0.083;0.63;27;237;367;45;2.15;0.722;0.0;0.1;0.0;;;;
PORK;PORK;FRSH;LOIN;TOP LOIN (ROASTS);BNLESS;LN;CKD;RSTD;10069;0;1.01;0;0;0.0;79;77;0.0;173;0;0;0.007;7.277;0.684;27.23;12;0;0.237;35.8;0.0;0.561;65.6;2.464;0.631;1.927;6.28;848.41;1 roast;85;3 oz;6;0.079;0.64;26;227;357;47;2.16;0.713;0.0;0.1;0.0;;;;
PORK;PORK;FRSH;SHLDR;WHL;LN&FAT;RAW;10070;0;0.88;0;0;0.0;71;61;0.0;236;0;0;0.011;3.833;0.719;17.18;25;2;0.275;25.5;0.0;0.767;64.02;8.01;1.92;6.24;17.99;28.35;1 oz;454;1 lb;15;0.084;1.05;18;182;302;65;2.7;7;2;0.19;0.0;;;;;;
PORK;PORK;FRSH;SHLDR;WHL;LN&FAT;CKD;RSTD;10071;0;1.11;0;0;0.0;90;80;0.0;292;0;0;0.022;3.991;0.6;23.28;25;2;0.329;33.4;0.0;0.581;54.8;9.47;2.05;7.86;21.39;135.0;1 cup; diced;85;3 oz;24;0.113;1.32;18;212;329;68;3.71;0.288;0.5;0.19;0.0;;;;
PORK;PORK;FRSH;SHLDR;WHL;LN;RAW;10072;0;1.02;0;0;0.0;67;0;0.0;148;0;0;0.012;4.275;0.822;19.55;39;2;0.314;29.5;0.0;0.884;72.63;3.23;0.77;2.47;7.14;28.35;1 oz;454;1 lb;14;0.097;1.22;21;202;341;76;3.14;6;2;0.0;0.0;;;;;;
PORK;PORK;FRSH;SHLDR;WHL;LN;CKD;RSTD;10073;0;1.18;0;0;0.0;90;87;0.0;230;0;0;0.026;4.26;0.651;25.33;39;2;0.37;37.4;0.0;0.628;60.64;6.17;1.25;4.79;13.54;135.0;1 cup; diced;85;3 oz;18;0.124;1.5;20;221;346;75;4.16;0.317;0.6;0.25;0.0;;;;
PORK;PORK;FRSH;SHLDR;ARM PICNIC;LN&FAT;RAW;10074;0;0.84;0;0;0.0;71;0;0.0;253;0;0;0.011;3.983;0.656;16.69;27;2;0.259;24.4;0.0;0.727;62.06;8.97;2.16;7.0;20.19;28.35;1 oz;454;1 lb;5;0.081;0.99;17;189;291;68;2.37;6;2;0.0;0.0;;;;;;
PORK;PORK;FRSH;SHLDR;ARM PICNIC;LN&FAT;CKD;BRSD;10075;0;1.16;0;0;0.0;109;96;0.0;329;0;0;0.014;5.214;0.595;27.99;25;3;0.307;32.6;0.0;0.541;47.65;10.38;2.28;8.49;23.22;135.0;1 cup; diced;85;3 oz;18;0.138;1.61;19;212;369;88;4.18;0.35;0.3;0.3;0.0;;;;
PORK;PORK;FRSH;SHLDR;ARM PICNIC;LN&FAT;CKD;RSTD;10076;0;0.99;0;0;0.0;94;0;0.0;317;0;0;0.033;3.918;0.532;23.47;27;2;0.302;33.6;0.0;0.522;52.04;10.72;2.35;8.78;24.01;135.0;1 cup; diced;85;3 oz;19;0.111;1.18;17;228;325;70;3.45;0.348;0.2;0.0;0.0;;;;
PORK;PORK;FRSH;SHLDR;ARM PICNIC;LN;RAW;10077;0;1.01;0;0;0.0;65;0;0.0;140;0;0;0.013;4.628;0.776;19.75;44;2;0.306;30.2;0.0;0.874;73.13;2.78;0.66;2.13;6.16;28.35;1 oz;454;1 lb;6;0.097;1.19;21;218;341;82;2.86;7;2;0.17;0.0;;;;;;
PORK;PORK;FRSH;SHLDR;ARM PICNIC;LN;CKD;BRSD;10078;0;1.27;0;0;0.0;114;111;0.0;248;0;0;0.017;5.94;0.67;32.26;41;2;0.36;37.0;0.0;0.6;54.26;5.78;1.16;4.16;12.21;198.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;8;0.161;1.95;22;226;405;102;0.71;0.41;0.4;0.29;0.0;;;
PORK;PORK;FRSH;SHLDR;ARM PICNIC;LN;CKD;RSTD;10079;0;1.06;0;0;0.0;95;0;0.0;228;0;0;0.041;4.314;0.592;26.68;43;2;0.357;38.5;0.0;0.578;60.27;5.98;1.2;4.3;12.62;191.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;9;0.128;1.42;20;247;351;80;0.78;0.41;0.3;0.0;0.0;;;
PORK;PORK;FRSH;SHLDR;(BOSTON BUTT);BLADE (STEAKS);LN & FAT;RAW;10080;0;0.83;0;0;0.0;62;73;0.0;186;0;0;0.011;4.239;1.447;17.42;24;2;0.353;26.2;0.0;0.52;69.18;5.206;1.597;4.348;12.36;288.33;1 steak; without refuse (Yield from 1 raw steak; with refuse; weighing 380g);454;1 lb;16;0.096;1.12;20;190;318;2;0.91;0.486;0.0;0.22;0.0;;
PORK;PORK;FRSH;SHLDR;(BOSTON BUTT);BLADE (STKS);LN & FAT;CKD;BRSD;10081;0;0.82;0;0;0.0;98;102;0.0;267;0;0;0.012;3.872;1.29;25.07;26;2;0.365;42.4;0.0;0.501;54.95;7.987;2.072;6.584;17.69;184.57;1 steak; without refuse (Yield from 1 cooked steak; with refuse; weighing 249g);85;3 oz;26;0.129;1.75;23;208;8;2;0.93;0.448;0.0;0.12;0.0;
PORK;PORK;FRSH;SHLDR;BLADE;BOSTON (STEAKS);LN&FAT;CKD;BRLD;10082;0;1.08;0;0;0.0;95;88;0.0;259;0;0;0.003;4.07;0.727;25.58;23;3;0.397;36.3;0.0;0.695;57.25;7.42;1.46;5.95;16.61;85.0;3 oz;169;1 steak; excluding refuse (yield from 1 raw steak; with refuse; weighing 300 g);36;0.058;1.4;21;210;9;3;1.06;0.277;0.3;0.29;0.0;
PORK;PORK;FRSH;SHLDR;BLADE;BOSTON (ROASTS);LN&FAT;CKD;RSTD;10083;0;1.23;0;0;0.0;86;79;0.0;269;0;0;0.012;4.061;0.665;23.11;24;2;0.355;34.3;0.0;0.638;57.47;8.27;1.76;6.97;18.86;262.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;28;0.114;1.45;18;197;332;2;0.88;0.23;0.7;0.19;0.0;;
PORK;PORK;FRSH;SHLDR;(BOSTON BUTT);BLADE (STEAKS);LN;RAW;10084;0;0.88;0;0;0.0;60;79;0.0;132;0;0;0.013;4.387;1.567;18.73;32;0;0.384;28.2;0.0;0.558;74.31;2.484;0.62;1.998;5.71;257.98;1 steak; without refuse (Yield from 1 raw steak; with refuse; weighing 379g);454;1 lb;14;0.102;1.2;22;202;339;0;0.91;0.521;0.0;0.24;0.0;;
PORK;PORK;FRSH;SHLDR;(BOSTON BUTT);BLADE (STEAKS);LN;CKD;BRSD;10085;0;0.85;0;0;0.0;100;109;0.0;233;0;0;0.013;3.935;1.367;26.57;32;0;0.388;45.0;0.0;0.526;58.0;6.199;1.402;5.023;13.2;169.6;1 steak; without refuse (Yield from 1 cooked steak; with refuse; weighing 249g);85;3 oz;25;0.137;1.85;24;217;0;0;0.9;0.47;0.0;0.11;0.0;
PORK;PORK;FRSH;SHLDR;BLADE;BOSTON (STEAKS);LN;CKD;BRLD;10086;0;1.1;0;0;0.0;94;92;0.0;227;0;0;0.009;4.3;0.816;26.74;33;2;0.44;39.3;0.0;0.75;60.07;5.64;1.08;4.45;12.54;85.0;3 oz;147;1 steak; excluding refuse (yield from 1 raw steak; with refuse; weighing 300 g);33;0.059;1.56;24;220;8;2;1.13;0.31;0.3;0.27;0.0;
PORK;PORK;FRSH;SHLDR;BLADE;BOSTON (ROASTS);LN;CKD;RSTD;10087;0;1.27;0;0;0.0;85;83;0.0;232;0;0;0.015;4.96;1.077;24.21;31;3;0.4;36.1;0.0;1.116;60.94;6.34;1.29;5.19;14.3;238.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;27;0.121;1.56;26;235;427;3;1.16;0.437;1.0;0.24;0.0;;
PORK;PORK;FRSH;SPARERIBS;LN&FAT;RAW;10088;0;0.67;0;0;0.0;80;60;0.0;277;0;0;0.01;4.662;0.625;15.47;30;0;0.251;22.0;0.0;0.319;59.75;8.542;3.953;7.529;23.4;1296.7;1 rack; without refuse (Yield from 1 raw rack; with refuse; weighing 1852g);28;1 oz;15;0.08;0.91;16;141;242;81;2.5;0.574;0.0;0.37;0.0;;;;
PORK;PORK;FRSH;SPARERIBS;LN&FAT;CKD;BRSD;10089;0;1.12;0;0;0.0;121;100;0.0;397;0;0;0.014;5.475;0.75;29.06;38;3;0.382;37.4;0.0;0.408;40.42;13.48;2.73;11.12;30.3;177.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;47;0.142;1.85;24;261;320;93;4.6;0.35;0.0;0.34;0.0;;;;
PORK;PORK;FRSH;COMP OF RTL CUTS (LEG;LOIN;&SHLDR);LN;CKD;10093;0;1.18;0;0;0.0;86;101;0.0;212;0;0;0.018;5.172;0.684;29.27;31;2;0.345;45.0;0.0;0.846;60.31;4.35;0.75;3.41;9.66;231.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;21;0.061;1.1;26;237;375;59;0.75;0.434;0.3;0.18;0.0;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;BRAIN;RAW;10096;0;1.13;0;0;0.0;2195;0;0.0;127;0;0;0.094;4.275;2.8;10.28;2;0;0.275;15.9;0.0;0.155;78.36;1.659;1.429;2.079;9.21;28.35;1 oz;113;4 oz;10;0.24;1.6;14;282;258;120;1.27;0;0;2.19;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;BRAIN;CKD;BRSD;10097;0;1.4;0;0;0.0;2552;0;0.0;138;0;0;0.085;3.33;1.823;12.14;0;0;0.223;18.5;0.0;0.078;75.88;1.72;1.47;2.15;9.51;382.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;9;0.263;1.82;12;220;195;91;1.48;0;14.0;0.0;0.0;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;CHITTERLINGS;RAW;10098;0;0.2;0;0;0.0;154;0;0.0;182;0;0;0.051;0.215;0.227;7.64;18;0;0.091;15.1;0.0;0.02;76.11;5.367;0.968;7.619;16.61;28.35;1 oz;0;;16;0.076;1.02;6;48;18;24;1.02;0;0;0.82;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;CHITTERLINGS;CKD;SIMMRD;10099;0;0.3;0;0;0.0;277;471;0.0;233;0;0;0.089;0.087;0.087;12.49;0;0;0.046;27.0;0.0;0.014;67.87;7.073;1.217;9.52;20.32;85.0;3 oz;0;;25;0.046;1.47;9;66;14;18;1.85;0;0;0.23;0.0;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;EARS;FRZ;RAW;10100;0;0.6;0;0;0.6;82;0;0.0;234;0;0;0.012;0.78;0.068;22.45;5;0;0.11;4.3;0.0;0.08;61.25;6.86;1.61;5.39;15.1;28.35;1 oz;113;1 ear;21;0.006;2.4;7;41;55;191;0.19;0;0;0.0;0.0;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;EARS;FRZ;CKD;SIMMRD;10101;0;0.4;0;0;0.2;90;0;0.0;166;0;0;0.01;0.56;0.037;15.95;0;0;0.07;4.4;0.0;0.02;72.65;4.91;1.15;3.86;10.8;111.0;1 ear;  (yield after cooking);422;1 unit; cooked (yield from 1 lb raw meat);18;0.006;1.5;7;24;40;167;0.04;0.01;0.0;0.0;0.0;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;FEET;RAW;10102;0;0.68;0;0;0.0;88;0;0.0;212;0;0;0.0;1.13;0.303;23.16;29;0;0.106;23.3;0.0;0.026;64.99;6.289;1.092;3.57;12.59;28.35;1 oz;0;;70;0.07;0.58;6;75;63;132;0.76;0;0;0.52;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;HEART;RAW;10103;0;0.84;0;0;1.33;131;0;0.0;118;0;0;0.063;6.765;2.515;17.27;0;8;1.185;10.4;0.0;0.613;76.21;1.02;1.12;1.16;4.36;28.35;1 oz;226;1 heart;5;0.408;4.68;19;169;294;56;2.8;25;8;3.79;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;HEART;CKD;BRSD;10104;0;1.0;0;0;0.4;221;0;0.0;148;0;0;0.073;6.05;2.47;23.6;0;7;1.702;18.3;0.0;0.555;68.08;1.18;1.3;1.34;5.05;145.0;1 cup;129;1 heart;7;0.508;5.83;24;178;206;35;3.09;22;7;0.0;0.0;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;JOWL;RAW;10105;0;0.32;0;0;0.0;90;0;0.0;655;0;0;0.005;4.535;0.25;6.38;0;3;0.236;1.5;0.0;0.386;22.19;32.89;8.11;25.26;69.61;28.35;1 oz;113;4 oz;4;0.04;0.42;3;86;148;25;0.84;9;3;0.82;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;KIDNEYS;RAW;10106;0;1.17;0;0;0.0;319;0;0.0;100;0;0;0.123;8.207;3.13;16.46;7;59;1.697;190.0;0.0;0.34;80.06;1.07;0.26;1.04;3.25;28.35;1 oz;233;1 kidney;9;0.622;4.89;17;204;229;121;2.75;198;59;8.49;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;KIDNEYS;CKD;BRSD;10107;0;1.3;0;0;0.0;480;0;0.0;151;0;0;0.149;5.785;2.873;25.4;0;78;1.586;311.5;0.0;0.396;68.7;1.55;0.38;1.51;4.7;140.0;1 cup;85;3 oz;13;0.683;5.29;18;240;143;80;4.15;260;78;0.0;0.0;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;LEAF FAT;RAW;10109;0;0.1;0;0;0.0;110;0;0.0;857;0;0;0.001;1.249;0.0;1.76;0;0;0.065;8.0;0.0;0.106;4.09;37.22;7.28;45.23;94.16;28.35;1 oz;113;4 oz;1;0.009;0.09;1;19;31;5;0.18;0;0;0.23;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;LIVER;RAW;10110;0;1.44;0;0;2.47;301;0;0.0;134;0;0;0.344;15.301;6.65;21.39;0;6502;3.005;52.7;0.0;0.283;71.06;0.52;0.87;1.17;3.65;28.35;1 oz;113;4 oz;9;0.677;23.3;18;288;273;87;5.76;21650;6502;26.0;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;LIVER;CKD;BRSD;10111;0;1.5;0;0;3.76;355;0;0.0;165;0;0;0.3;8.435;4.774;26.02;0;5405;2.196;67.5;0.0;0.258;64.32;0.63;1.05;1.41;4.4;354.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;10;0.634;17.92;14;241;150;49;6.72;17997;23.6;0.0;0.0;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;LUNGS;RAW;10112;0;0.8;0;0;0.0;320;0;0.0;85;0;0;0.017;3.345;0.9;14.08;13;0;0.43;17.8;0.0;0.085;79.52;0.61;0.34;0.96;2.72;28.35;1 oz;454;1 lb;7;0.083;18.9;14;196;303;153;2.03;0;0;2.75;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;LUNGS;CKD;BRSD;10113;0;0.9;0;0;0.0;387;0;0.0;99;0;0;0.015;1.364;0.663;16.6;0;0;0.322;23.4;0.0;0.079;80.0;0.7;0.38;1.09;3.1;300.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;8;0.08;16.41;12;186;151;81;2.45;0;7.9;0.0;0.0;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;MECHANICALLY SEPARATED;RAW;10114;0;1.56;0;0;0.0;77;0;0.0;304;0;0;0.011;3.171;0.59;15.03;0;3;0.201;32.9;0.0;0.697;56.87;12.26;2.44;9.82;26.54;28.35;1 oz;454;1 lb;315;0.082;4.25;16;200;298;50;2.44;10;3;0.58;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;PANCREAS;RAW;10115;0;1.12;0;0;0.0;193;0;0.0;199;0;0;0.157;3.45;4.555;18.56;0;0;0.46;40.8;0.0;0.105;67.18;4.6;2.48;4.58;13.24;28.35;1 oz;113;4 oz;11;0.09;2.13;17;234;197;44;2.62;0;0;16.4;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;PANCREAS;CKD;BRSD;10116;0;1.2;0;0;0.0;315;0;0.0;219;0;0;0.198;3.206;4.741;28.5;0;0;0.658;72.8;0.0;0.092;60.3;3.75;2.03;3.73;10.8;245.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;16;0.11;2.69;23;291;168;42;4.29;0;5.7;0.0;0.0;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;SPLEEN;RAW;10117;0;1.53;0;0;0.0;363;0;0.0;100;0;0;0.072;5.867;1.055;17.86;0;0;0.3;32.8;0.0;0.13;78.43;0.69;0.19;0.86;2.59;28.35;1 oz;113;4 oz;10;0.131;22.32;13;260;396;98;2.54;0;0;3.26;0.0;;;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;SPLEEN;CKD;BRSD;10118;0;1.7;0;0;0.0;504;0;0.0;149;0;0;0.045;5.938;0.892;28.2;0;0;0.258;49.6;0.0;0.139;66.7;0.86;0.23;1.06;3.2;299.0;1 unit; cooked (yield from 1 lb raw meat);85;3 oz;13;0.133;22.23;15;283;227;107;3.54;0;11.6;0.0;0.0;;;;;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;STOMACH;RAW;10119;0;0.63;0;0;0.0;223;195;0.0;159;0;0;0.038;2.48;1.22;16.85;0;0;0.201;31.1;0.0;0.051;73.5;3.59;0.892;4.025;10.14;28.35;1 oz;113;4 oz;11;0.169;1.01;11;130;140;75;1.85;0;0;0.3;0.0;;;;;;;
PORK;PORK;FRSH;LOIN;BLADE (CHOPS);BONE-IN;LN;CKD;PAN-FRIED;10120;0;1.28;0;0;0.0;82;85;0.0;241;0;0;0.009;4.441;0.778;24.74;48;2;0.358;42.3;0.0;0.726;59.31;6.25;1.95;5.16;15.08;85.0;3 oz;63;1 chop; excluding refuse (yield from 1 raw chop; with refuse; weighing 151 g);22;0.09;1.07;26;221;7;2;0.97;0.409;0.8;0.22;0.0;
PORK;PORK;FRSH;VAR MEATS&BY-PRODUCTS;TONGUE;RAW;10121;0;0.9;0;0;0.0;101;0;0.0;225;0;0;0.011;5.3;0.641;16.3;16;0;0.485;10.4;0.0;0.49;65.9;8.13;1.78;5.96;17.2;28.35;1 oz;113;4 oz;16;0.07;3.35;18;193;243;110;3.01;0;0;2.84;0.0;;;;;;;
