Category;Description;Nutrient Data Bank Number;Data.Alpha Carotene;Data.Ash;Data.Beta Carotene;Data.Beta Cryptoxanthin;Data.Carbohydrate;Data.Cholesterol;Data.Choline;Data.Fiber;Data.Kilocalories;Data.Lutein and Zeaxanthin;Data.Lycopene;Data.Manganese;Data.Niacin;Data.Pantothenic Acid;Data.Protein;Data.Refuse Percentage;Data.Retinol;Data.Riboflavin;Data.Selenium;Data.Sugar Total;Data.Thiamin;Data.Water;Data.Fat.Monosaturated Fat;Data.Fat.Polysaturated Fat;Data.Fat.Saturated Fat;Data.Fat.Total Lipid;Data.Household Weights.1st Household Weight;Data.Household Weights.1st Household Weight Description;Data.Household Weights.2nd Household Weight;Data.Household Weights.2nd Household Weight Description;Data.Major Minerals.Calcium;Data.Major Minerals.Copper;Data.Major Minerals.Iron;Data.Major Minerals.Magnesium;Data.Major Minerals.Phosphorus;Data.Major Minerals.Potassium;Data.Major Minerals.Sodium;Data.Major Minerals.Zinc;Data.Vitamins.Vitamin A - IU;Data.Vitamins.Vitamin A - RAE;Data.Vitamins.Vitamin B12;Data.Vitamins.Vitamin B6;Data.Vitamins.Vitamin C;Data.Vitamins.Vitamin E;Data.Vitamins.Vitamin K;;;;;;;;
BEEF;"BEEF,BRISKET,WHL,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";13804;0;0.92;0;0;0.0;93;98;0.0;331;0;0;0.015;3.27;0.31;25.85;1;0;0.2;22.8;0.0;0.06;49.58;10.89;0.85;9.44;24.5;329.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;7;0.104;2.46;20;207;251;64;5.77;0;0;2.4;0.26;0.0;;;;;;;;
BEEF;"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW";13805;0;0.81;0;0;0.0;81;75;0.0;277;0;0;0.011;4.041;0.516;17.94;1;0;0.13;19.4;0.0;0.065;59.07;9.498;0.844;8.951;22.18;452.07;1 steak;28;1 oz;16;0.077;1.59;18;165;276;59;4.32;0;0;1.54;0.425;0.0;0.44;1.7;;;;;;;;
BEEF;"BEEF,BRISKET,FLAT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";13806;0;0.94;0;0;0.0;76;110;0.0;289;0;0;0.01;4.087;0.568;28.82;0;0;0.171;27.1;0.0;0.059;52.48;7.934;0.681;7.305;18.42;379.65;1 steak;  (yield from raw steak weighing 550 g);85;3 oz;16;0.1;2.43;19;175;232;48;6.69;0;0;2.12;0.282;0.0;0.51;;;;;;;;
BEEF;"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,RAW";13807;0;0.82;0;0;0.0;71;74;0.0;265;0;0;0.012;3.12;0.3;17.65;1;0;0.15;15.2;0.0;0.08;59.96;9.53;0.69;8.42;20.98;28.35;1 oz;454;1 lb;6;0.071;1.69;18;166;264;72;4.24;0;0;2.24;0.36;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,BRISKET,POINT HALF,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";13808;0;0.87;0;0;0.0;92;93;0.0;349;0;0;0.015;3.14;0.3;24.4;1;0;0.2;21.7;0.0;0.06;48.3;12.21;0.88;10.64;27.17;332.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;8;0.1;2.43;19;194;241;69;6.13;0;0;2.38;0.25;0.0;;;;;;;;
BEEF;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,RAW";13809;0;0.86;0;0;0.0;66;80;0.0;244;0;0;0.011;4.331;0.553;19.23;21;0;0.139;20.3;0.0;0.07;62.33;7.697;0.684;7.254;17.98;28.35;1 oz;454;1 lb;17;0.081;1.67;19;174;290;62;4.54;0;0;1.65;0.456;0.0;0.4;1.6;;;;;;;;
BEEF;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";13810;0;0.92;0;0;0.0;79;115;0.0;302;0;0;0.01;4.273;0.594;30.12;28;0;0.178;28.3;0.0;0.061;50.45;8.276;0.71;7.62;19.22;258.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;17;0.104;2.53;20;183;242;50;6.98;0;0;2.22;0.295;0.0;;;;;;;;
BEEF;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,RAW";13811;0;0.87;0;0;0.0;68;80;0.0;249;0;0;0.013;4.328;0.559;19.14;15;0;0.143;19.9;0.0;0.064;61.78;7.95;0.706;7.492;18.57;1801.31;1 roast;28;1 oz;16;0.082;1.73;19;171;290;63;4.56;0;0;1.79;0.425;0.0;0.41;1.6;;;;;;;;
BEEF;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD";13812;0;0.93;0;0;0.0;82;115;0.0;309;0;0;0.01;4.215;0.595;30.2;30;0;0.193;27.8;0.0;0.057;49.35;8.583;0.737;7.902;19.93;0.0;;85;3 oz;16;0.116;2.61;20;182;241;49;6.87;0;0;2.46;0.29;0.0;0.54;1.9;;;;;;;;
BEEF;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,RAW";13813;0;0.85;0;0;0.0;64;81;0.0;239;0;0;0.01;4.334;0.548;19.33;16;0;0.135;20.8;0.0;0.076;62.88;7.444;0.661;7.016;17.39;1782.72;1 roast;28;1 oz;18;0.08;1.61;19;176;290;62;4.52;0;0;1.5;0.486;0.0;0.4;1.6;;;;;;;;
BEEF;"BEEF,CHUCK,ARM POT RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD";13814;0;0.91;0;0;0.0;76;114;0.0;295;0;0;0.01;4.331;0.593;30.05;26;0;0.163;28.8;0.0;0.065;51.56;7.969;0.684;7.337;18.5;257.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;18;0.093;2.46;20;184;243;50;7.09;0;0;1.99;0.296;0.0;;;;;;;;
BEEF;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,RAW";13815;0;0.82;0;0;0.0;71;72;0.0;248;0;0;0.012;2.18;0.29;17.16;19;0;0.17;16.2;0.0;0.1;61.23;8.52;0.71;7.82;19.41;28.35;1 oz;454;1 lb;10;0.073;2.04;17;162;271;68;4.98;0;0;3.4;0.36;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";13816;0;0.88;0;0;0.0;104;102;0.0;341;0;0;0.016;2.43;0.31;26.78;23;0;0.24;24.6;0.0;0.07;47.67;10.86;0.9;10.0;25.12;247.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;13;0.126;3.13;19;202;233;65;8.41;0;0;2.29;0.26;0.0;;;;;;;;
BEEF;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,RAW";13817;0;0.81;0;0;0.0;72;71;0.0;265;0;0;0.012;2.17;0.29;16.98;19;0;0.17;16.2;0.0;0.09;59.93;9.36;0.78;8.59;21.31;28.35;1 oz;454;1 lb;10;0.072;2.01;17;160;267;67;4.9;0;0;3.36;0.35;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,CHOIC,CKD,BRSD";13818;0;0.87;0;0;0.0;103;100;0.0;359;0;0;0.015;2.41;0.31;26.37;23;0;0.24;24.5;0.0;0.07;46.32;11.78;0.97;10.86;27.26;247.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;13;0.124;3.08;19;198;230;64;8.23;0;0;2.27;0.26;0.0;;;;;;;;
BEEF;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,RAW";13819;0;0.84;0;0;0.0;71;73;0.0;230;0;0;0.013;2.2;0.29;17.37;19;0;0.17;16.3;0.0;0.1;62.83;7.6;0.63;6.99;17.33;28.35;1 oz;454;1 lb;10;0.074;2.07;17;164;276;69;5.07;0;0;3.44;0.36;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,CHUCK,BLADE RST,LN&FAT,1/8""FAT,SEL,CKD,BRSD";13820;0;0.89;0;0;0.0;104;104;0.0;318;0;0;0.016;2.46;0.32;27.33;23;0;0.25;24.7;0.0;0.07;49.4;9.66;0.8;8.89;22.35;247.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;13;0.129;3.2;20;206;237;66;8.65;0;0;2.31;0.26;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,RAW";13824;0;0.78;0;0;0.0;70;69;0.0;306;0;0;0.012;2.8;0.31;16.53;16;0;0.13;16.2;0.0;0.08;55.24;11.24;0.94;10.76;26.1;28.35;1 oz;454;1 lb;9;0.059;1.74;16;156;272;55;3.73;0;0;2.82;0.31;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD";13825;0;1.04;0;0;0.0;82;85;0.0;337;0;0;0.013;3.27;0.33;22.42;21;0;0.17;21.6;0.0;0.08;48.47;11.38;0.98;10.85;26.75;267.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;11;0.082;2.19;20;179;315;63;5.28;0;0;2.89;0.27;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD";13826;0;0.99;0;0;0.0;84;87;0.0;351;0;0;0.014;3.46;0.32;22.77;17;0;0.18;22.2;0.0;0.07;48.12;12.08;1.0;11.33;28.11;289.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;11;0.084;2.37;20;177;305;64;5.45;0;0;2.56;0.23;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,RAW";13827;0;0.77;0;0;0.0;71;68;0.0;322;0;0;0.012;2.78;0.31;16.34;17;0;0.13;16.3;0.0;0.08;53.85;12.02;1.01;11.51;27.93;28.35;1 oz;454;1 lb;9;0.058;1.72;16;154;267;54;3.66;0;0;2.79;0.31;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD";13828;0;1.03;0;0;0.0;82;85;0.0;352;0;0;0.013;3.25;0.32;22.26;21;0;0.17;21.8;0.0;0.08;47.33;12.12;1.04;11.57;28.5;267.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;11;0.081;2.18;20;178;313;63;5.23;0;0;2.87;0.27;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD";13829;0;0.98;0;0;0.0;84;86;0.0;365;0;0;0.013;3.43;0.31;22.6;17;0;0.17;22.4;0.0;0.07;46.87;12.8;1.05;12.01;29.79;289.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;11;0.084;2.35;20;176;302;64;5.4;0;0;2.55;0.23;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,RAW";13830;0;0.79;0;0;0.0;70;70;0.0;288;0;0;0.012;2.85;0.31;16.75;16;0;0.13;15.8;0.0;0.08;57.48;10.32;0.86;9.88;23.95;28.35;1 oz;454;1 lb;9;0.059;1.77;17;159;278;55;3.79;0;0;2.86;0.32;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD";13831;0;1.05;0;0;0.0;81;87;0.0;315;0;0;0.014;3.31;0.33;22.73;22;0;0.17;21.1;0.0;0.08;50.41;10.28;0.89;9.81;24.2;264.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;11;0.083;2.22;20;182;321;64;5.38;0;0;2.93;0.28;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD";13832;0;1.0;0;0;0.0;84;88;0.0;330;0;0;0.014;3.51;0.32;23.1;17;0;0.18;21.7;0.0;0.07;49.9;11.01;0.91;10.32;25.63;289.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;11;0.085;2.41;20;180;310;65;5.57;0;0;2.58;0.24;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,RAW";13833;0;0.76;0;0;0.0;72;68;0.0;355;0;0;0.011;2.75;0.3;16.15;16;0;0.13;20.7;0.0;0.08;51.51;13.77;1.15;13.22;31.66;28.35;1 oz;454;1 lb;9;0.057;1.7;16;152;263;53;3.6;0;0;2.76;0.31;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD";13834;0;0.96;0;0;0.0;85;0;0.0;386;0;0;0.014;3.19;0.32;21.95;19;0;0.18;27.7;0.0;0.08;44.87;14.13;1.12;13.42;32.38;274.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;11;0.081;2.13;20;169;310;62;5.19;0;0;2.84;0.3;0.0;;;;;;;;
BEEF;"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD";13835;0;0.91;0;0;0.0;85;0;0.0;400;0;0;0.013;3.4;0.36;22.57;20;0;0.18;28.4;0.0;0.07;43.4;14.69;1.17;13.96;33.7;278.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;11;0.083;2.17;20;175;304;65;5.39;0;0;2.56;0.26;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,RAW";13838;0;0.76;0;0;0.0;71;0;0.0;316;0;0;0.012;2.61;0.33;16.26;16;0;0.13;15.8;0.0;0.08;54.51;11.69;1.0;11.29;27.29;28.35;1 oz;454;1 lb;8;0.059;1.71;16;153;260;55;3.75;0;0;2.71;0.29;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,BRLD";13839;0;1.04;0;0;0.0;80;0;0.0;338;0;0;0.013;2.78;0.35;21.55;21;0;0.16;21.0;0.0;0.07;48.74;11.51;1.03;11.06;27.22;267.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.079;2.19;19;182;309;64;5.07;0;0;2.89;0.23;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,ALL GRDS,CKD,RSTD";13840;0;0.91;0;0;0.0;85;88;0.0;355;0;0;0.014;3.67;0.37;23.01;16;0;0.19;21.6;0.0;0.07;47.73;12.2;0.99;11.5;28.51;292.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.089;2.35;20;173;293;64;5.84;0;0;2.34;0.23;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,RAW";13841;0;0.75;0;0;0.0;72;0;0.0;333;0;0;0.011;2.57;0.32;16.03;16;0;0.13;15.7;0.0;0.08;53.0;12.56;1.07;12.13;29.34;28.35;1 oz;454;1 lb;8;0.058;1.68;15;150;254;54;3.67;0;0;2.67;0.29;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD";13842;0;1.0;0;0;0.0;81;0;0.0;370;0;0;0.013;2.7;0.34;20.86;21;0;0.16;21.0;0.0;0.07;45.96;13.21;1.18;12.67;31.18;267.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.076;2.12;18;175;297;63;4.83;0;0;2.81;0.23;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD";13843;0;0.89;0;0;0.0;85;0;0.0;378;0;0;0.013;3.59;0.36;22.5;15;0;0.18;21.6;0.0;0.07;45.9;13.39;1.09;12.62;31.28;296.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.087;2.3;19;169;286;63;5.65;0;0;2.31;0.22;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,RAW";13844;0;0.77;0;0;0.0;70;0;0.0;295;0;0;0.012;2.64;0.33;16.52;17;0;0.14;15.9;0.0;0.08;56.35;10.65;0.91;10.28;24.85;28.35;1 oz;454;1 lb;8;0.06;1.74;16;155;266;56;3.84;0;0;2.75;0.29;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,BRLD";13845;0;1.04;0;0;0.0;80;0;0.0;324;0;0;0.013;2.78;0.35;21.55;21;0;0.16;21.2;0.0;0.07;50.25;10.85;0.97;10.43;25.71;267.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.079;2.19;19;182;309;64;5.07;0;0;2.89;0.23;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,SEL,CKD,RSTD";13846;0;0.93;0;0;0.0;84;0;0.0;333;0;0;0.014;3.74;0.38;23.4;16;0;0.19;21.7;0.0;0.07;49.4;11.06;0.9;10.42;25.84;292.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;9;0.09;2.39;20;176;299;65;5.98;0;0;2.37;0.23;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,RAW";13847;0;0.73;0;0;0.0;73;0;0.0;367;0;0;0.011;2.53;0.31;15.77;14;0;0.13;16.2;0.0;0.08;50.4;14.37;1.23;13.96;33.26;28.35;1 oz;454;1 lb;8;0.057;1.65;15;147;248;53;3.58;0;0;2.63;0.28;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,CKD,BRLD";13848;0;0.9;0;0;0.0;86;0;0.0;404;0;0;0.013;2.64;0.33;20.65;18;0;0.17;21.6;0.0;0.07;43.48;15.29;1.21;14.51;34.97;278.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.076;2.08;19;164;298;62;4.87;0;0;2.79;0.27;0.0;;;;;;;;
BEEF;"BEEF,RIB,LRG END (RIBS 6-9),LN&FAT,1/8""FAT,PRIME,CKD,RSTD";13849;0;0.91;0;0;0.0;85;0;0.0;393;0;0;0.014;3.65;0.37;22.86;19;0;0.19;22.1;0.0;0.07;44.49;14.29;1.13;13.59;32.74;281.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;10;0.088;2.33;20;172;291;64;5.78;0;0;2.34;0.23;0.0;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,RAW";13850;0;0.9;0;0;0.0;70;0;0.0;254;0;0;0.01;5.699;0.556;19.33;5;0;0.093;21.5;0.0;0.06;61.05;8.162;0.725;7.692;19.06;28.35;1 oz;454;1 lb;23;0.065;1.39;20;176;295;49;3.33;0;0;1.0;0.527;0.0;0.42;1.7;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,BR";13851;0;1.05;0;0;0.0;105;98;0.0;291;0;0;0.009;6.881;0.51;25.85;7;0;0.125;28.0;0.0;0.07;53.65;8.355;0.742;7.894;20.04;268.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;19;0.078;1.66;22;201;323;53;4.67;0;0;1.52;0.541;0.0;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,ALL GRDS,CKD,RS";13852;0;1.11;0;0;0.0;83;0;0.0;341;0;0;0.014;3.16;0.24;22.54;19;0;0.16;21.9;0.0;0.06;48.97;11.73;0.99;10.92;27.14;282.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;13;0.078;2.42;20;183;324;63;4.93;0;0;2.88;0.24;0.0;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,RAW";13853;0;0.9;0;0;0.0;74;0;0.0;263;0;0;0.012;6.157;0.557;19.09;5;0;0.081;20.7;0.0;0.051;60.11;8.617;0.766;8.121;20.13;28.35;1 oz;454;1 lb;24;0.063;1.38;19;172;293;48;3.38;0;0;1.06;0.514;0.0;0.43;1.7;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,BRLD";13854;0;1.04;0;0;0.0;116;0;0.0;304;0;0;0.009;6.653;0.483;24.53;7;0;0.108;26.4;0.0;0.061;52.93;9.208;0.818;8.7;22.09;255.81;1 steak;  (yield from 320 g raw meat);85;3 oz;16;0.08;1.64;20;183;298;49;4.37;0;0;1.62;0.489;0.0;0.5;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,CHOIC,CKD,RSTD";13855;0;1.09;0;0;0.0;83;0;0.0;359;0;0;0.013;3.13;0.24;22.28;20;0;0.16;21.9;0.0;0.06;47.18;12.63;1.07;11.78;29.21;278.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;13;0.077;2.39;20;181;319;63;4.86;0;0;2.85;0.24;0.0;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,RAW";13856;0;0.89;0;0;0.0;66;0;0.0;246;0;0;0.009;5.228;0.554;19.56;5;0;0.106;22.4;0.0;0.07;62.0;7.708;0.685;7.264;18.0;334.58;1 steak;28;1 oz;22;0.067;1.4;20;180;297;49;3.28;0;0;0.93;0.54;0.0;0.4;1.6;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,BRLD";13857;0;1.06;0;0;0.0;95;0;0.0;278;0;0;0.009;7.098;0.536;27.17;7;0;0.142;29.6;0.0;0.079;54.36;7.502;0.667;7.088;18.0;245.2;1 steak;  (yield from 1 raw steak weighing 321g);85;3 oz;22;0.075;1.67;23;219;349;58;4.97;0;0;1.41;0.595;0.0;0.49;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,SEL,CKD,RSTD";13858;0;1.12;0;0;0.0;83;0;0.0;323;0;0;0.014;3.19;0.24;22.76;18;0;0.16;22.0;0.0;0.06;50.84;10.81;0.91;10.05;25.02;285.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;13;0.078;2.44;20;185;328;64;5.0;0;0;2.9;0.24;0.0;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,RAW";13859;0;0.8;0;0;0.0;70;0;0.0;335;0;0;0.012;3.08;0.28;16.74;18;0;0.13;16.3;0.0;0.08;53.22;12.84;1.04;12.07;29.18;28.35;1 oz;454;1 lb;10;0.057;1.77;17;160;286;53;3.62;0;0;2.97;0.35;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,BRLD";13860;0;1.05;0;0;0.0;83;0;0.0;354;0;0;0.014;4.07;0.3;24.13;21;0;0.19;21.7;0.0;0.09;47.36;12.12;0.96;11.51;27.86;268.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;13;0.088;2.23;22;178;332;63;5.73;0;0;2.94;0.34;0.0;;;;;;;;
BEEF;"BEEF,RIB,SML END (RIBS 10-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD";13861;0;0.91;0;0;0.0;84;0;0.0;411;0;0;0.013;3.04;0.36;22.15;21;0;0.17;22.3;0.0;0.06;41.82;15.28;1.22;14.51;35.12;276.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;13;0.076;1.95;20;178;323;65;4.82;0;0;2.87;0.3;0.0;;;;;;;;
BEEF;"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,RAW";13864;0;0.98;0;0;0.0;62;86;0.0;195;0;0;0.013;3.74;0.36;20.56;6;0;0.17;19.6;0.0;0.1;65.44;5.14;0.46;4.63;11.92;28.35;1 oz;454;1 lb;4;0.075;1.99;22;199;342;54;3.24;0;0;2.82;0.47;0.0;0.18;1.5;;;;;;;;
BEEF;"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,CHOIC,CKD,BRLD";13865;0;1.32;0;0;0.0;79;105;0.0;235;0;0;0.015;4.02;0.39;27.54;8;0;0.21;27.3;0.0;0.09;56.73;5.56;0.52;4.9;12.98;313.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;6;0.101;2.55;26;240;395;62;4.35;0;0;3.03;0.38;0.0;;;;;;;;
BEEF;"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,RAW";13866;0;0.98;0;0;0.0;62;86;0.0;184;0;0;0.013;3.74;0.36;20.56;6;0;0.18;19.7;0.0;0.1;66.62;4.62;0.41;4.2;10.68;28.35;1 oz;454;1 lb;4;0.075;2.0;22;199;342;54;3.24;0;0;2.82;0.47;0.0;0.0;0.0;;;;;;;;
BEEF;"BEEF,RND,FULL CUT,LN&FAT,1/8""FAT,SEL,CKD,BRLD";13867;0;1.33;0;0;0.0;79;105;0.0;218;0;0;0.015;4.02;0.39;27.58;8;0;0.21;27.4;0.0;0.1;58.49;4.76;0.44;4.23;11.08;313.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;6;0.101;2.56;26;240;395;62;4.36;0;0;3.03;0.38;0.0;;;;;;;;
BEEF;"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,ALL GRDS,RAW";13868;0;1.01;0;0;0.0;58;86;0.0;192;0;0;0.013;6.183;0.595;20.7;2;0;0.126;24.8;0.0;0.082;66.88;4.987;0.441;4.544;11.54;28.35;1 oz;454;1 lb;20;0.091;1.74;22;199;327;56;3.82;0;0;1.49;0.613;0.0;0.35;1.4;;;;;;;;
BEEF;"BEEF,RND,BTTM RND,LN&FAT,1/8""FAT,ALL GRDS,CKD,BRSD";13869;0;0.98;0;0;0.0;76;125;0.0;247;0;0;0.011;5.726;0.646;32.76;5;0;0.174;33.5;0.0;0.075;54.97;5.064;0.458;4.506;11.87;281.0;1 piece; cooked; excluding refuse (yield from 1 lb raw meat with refuse);85;3 oz;8;0.078;2.67;21;204;266;43;5.49;0;0;1.82;0.43;0.0;;;;;;;;
